1099942059861934080	rhiadelrosario	2019-02-25 07:59:57+00:00	en	Tamaba yung narinig ko? Olivia Colman used to be a cleaning lady?? Man, look at her life now. An award winning actress in Britain, will play QE2 in series 3 of Crown and won an Oscar for playing another queen in The Favourite. All hail the new Queen! 👸
1099942037510594560	TheAiLeen_L	2019-02-25 07:59:52+00:00	en	Olivia Colman! Yaaaaaaassssssssss! Woohoo! #Oscar2019
1099884478808408065	TheAVClub	2019-02-25 04:11:09+00:00	en	Watch Olivia Colman's endearingly shell-shocked acceptance speech for Best Actress #Oscars https://t.co/l1RI0pIf3t
1099942013624029184	mssgtty	2019-02-25 07:59:46+00:00	en	Olivia Colman wins the race for best actress https://t.co/GQuitqspGZ via @BBCNews
1099942006133088256	AndreaMann	2019-02-25 07:59:44+00:00	en	This photo of Olivia Colman with tears in her eyes kissing her Oscar is everything.   (Photo: Frederic J Brown/AFP/Getty Images) https://t.co/IwI6Vkbn7f
1099941992992256000	chrisjb_	2019-02-25 07:59:41+00:00	en	We don't deserve Olivia Colman.
1099941983022391296	abhishekdograa	2019-02-25 07:59:39+00:00	en	@OliviaColmanTV never have I laughed and cried at the same time. Speechless 🤘🏻  Please watch this speech which has come straight out of the heart  #Oscar #Bestspeechever  Olivia Colman's Oscars speech: 'this is genuinely quite stressful!' https://t.co/6IcBNbRB7k via @YouTube https://t.co/nyOojTeP6A
1099941951892279296	glynellishughes	2019-02-25 07:59:31+00:00	en	Oh how wonderful! This is lovely. So, so, so pleased for Olivia Colman. She's bloody marvellous! Yay x #Oscars2019 #OliviaColman
1099883885607809024	GMA	2019-02-25 04:08:47+00:00	en	Olivia Colman gives an acceptance speech by turns heartfelt, hysterical, genuine, and inspiring.  "Any little girl who's practicing her speech on the tele—you never know!" https://t.co/XQU450bcno https://t.co/w7TXOkUdNT
1099941942157328384	georgegriffiths	2019-02-25 07:59:29+00:00	en	When Oscar winning actress Olivia Colman said “oooooh Lady Gaga’ I felt that
1099941940487962625	dan_sperling	2019-02-25 07:59:29+00:00	en	Theresa May’s next #Brexit speech should just be Olivia Colman winning at the #Oscars on a loop
1099941923798827009	shesgonestella	2019-02-25 07:59:25+00:00	en	I no longer have time to wash my hair because I’ve wasted half an hour crying at Olivia Colman. No regrets.
1099941915238252544	AshDigsFilms	2019-02-25 07:59:23+00:00	en	This is the exact moment I fell in love with Olivia Colman. Absolutely delighted for her! https://t.co/c6u2CfWUtc
1099941912147124224	Sarahwinterman	2019-02-25 07:59:22+00:00	en	It's what Olivia Colman deserves!! #Oscars https://t.co/BlkHmkOAe4
1099941887249657856	NaomiK_	2019-02-25 07:59:16+00:00	en	Olivia Colman and Gaga 💜 #Oscars
1099941881977466881	edgarallanglow	2019-02-25 07:59:15+00:00	en	Me this morning reading that Olivia Colman and Regina King won Oscars.   HONESTLY ALL I WANTED FROM THE CEREMONY https://t.co/XcB9lxtuV2
