tweet.id,tweet.user.username,tweet.date,tweet.lang,tweet.rawContent,label,score
1099811603921416195,mrs_lisabrooke,2019-02-24 23:21:34+00:00,en,Regina King looks gorgeous! My best dressed so far #ERedCarpet,positive,0.9812321066856384
1099821153152053248,GagaMediaNet,2019-02-24 23:59:31+00:00,en,Here is the official order of the awards tonight! #Oscars https://t.co/Y6Vf2qtrj5,neutral,0.6298802495002747
1647932933754470400,doordrink,2023-04-17 12:00:03+00:00,en,Cop these cards on Amazon if you're tired of boring game nights 🍻 https://t.co/xh7Byg7KFa,neutral,0.5506151914596558
1099801197634940928,LobsterWhiskers,2019-02-24 22:40:13+00:00,en,"For the sixth consecutive year, I'll be live tweeting the #Oscars. My Picks:   Best Picture: Roma Best Actor: Rami Malek (reluctantly)  Best Actress: Glenn Close  Best Supporting Actor: Mahershala Ali  Best Supporting Actress: Regina King Best Director: Alfonso Cuaron",positive,0.6322233080863953
1099805127052066818,aaronhdzmx,2019-02-24 22:55:50+00:00,en,@TheAcademy Picture: Roma (my fav is The Favourite) Director: Alfonso Cuarón Actress: Gleen Close Actor: Christian Bale Actress in a supporting role: Regina King Actor in a supporting role: Mahershala Ali Song: Shallow Cinematography and Foreign lenguague: Roma Animated feature: spider-verse,positive,0.8078531622886658
1099811549575819270,CydHenderson,2019-02-24 23:21:21+00:00,en,Regina King 😍 #Oscars,positive,0.9533510208129883
1099810258241892352,namedconquer,2019-02-24 23:16:13+00:00,en,I hope @ReginaKing wins tonight ❤️,positive,0.957653284072876
1099836178784833542,guardian,2019-02-25 00:59:13+00:00,en,Oscars red carpet 2019 in pictures: from Glenn Close to Regina King https://t.co/aHGZCV1GMp,neutral,0.7819516062736511
1099826111188353024,dayaspades,2019-02-25 00:19:13+00:00,en,can yall believe samuel jackson is 70 years old and regina king is 49 years old ? when they say black dont crack they really aint lying #Oscars https://t.co/P8vZ1xCqgm,neutral,0.5229784846305847
1099811124386643968,kitkaaattt,2019-02-24 23:19:40+00:00,en,Wow Regina King’s dress is gorgeous!!,positive,0.9789127707481384
1099809387835576320,TheyCallMeMOLLS,2019-02-24 23:12:46+00:00,en,@Fashionista_com @ReginaKing LOVE LOVE LOVE the dress! Stunning!,positive,0.9761620759963989
1099805941837582336,3frankf,2019-02-24 22:59:04+00:00,en,@TBL1292 We gotta pull for Regina King tonight!,positive,0.6546415090560913
1099821641079681026,lopezgovlaw,2019-02-25 00:01:27+00:00,en,"#AcademyAwards2019 RT @XtineHughes: #academyawards2019 #RedCarpetLooks I am loving are the White satins and goddess vibes of Regina King, Melissa McCar… https://t.co/YUxFQCJyHH",positive,0.8999148011207581
1099810891804090370,_acchiappafilm,2019-02-24 23:18:44+00:00,en,"Regina King, Octavia Spencer e Shangela #Oscar2019 #OscarNight #Redcarpet https://t.co/D88GD6xAnp",neutral,0.8367438316345215
1099835968004050944,SPMGMedia,2019-02-25 00:58:23+00:00,en,Ms. Regina King is glowing tonight!  #OscarRedCarpet #SPMGMedia — at Hollywood &amp; Highland https://t.co/AMaXon865K,positive,0.9654906988143921
1099811091318747136,colleenwaters,2019-02-24 23:19:32+00:00,en,Regina King’s mom is adorable!,positive,0.9768784642219543
1099809451261988864,HEIDYMARLENE,2019-02-24 23:13:01+00:00,en,Stunning 💜   @ReginaKing  #Oscars2019 https://t.co/AN3c4heVB4,positive,0.9698711037635803
1099823190916976641,waeschlyus,2019-02-25 00:07:37+00:00,en,"Constance Wu , Regina King and Jennifer Hudson all bringing it tonight",positive,0.5986797213554382
1099811754572419072,evilchrisj,2019-02-24 23:22:10+00:00,en,#Oscars  #SupportingActressPick Regina King,neutral,0.5959241986274719
1099815053002305536,Variety,2019-02-24 23:35:16+00:00,en,".@ReginaKing on ""If Beale Street Could Talk"" not getting more #Oscars love: ""I still believe that it will go down in history"" https://t.co/9VpkivxV3z https://t.co/U6xmNaZPOw",neutral,0.5082653164863586
1099830997485535232,Mavadar,2019-02-25 00:38:38+00:00,en,@thekjohnston Throw in Regina King and you have tonight’s top 3,neutral,0.5219599008560181
1099830619905949696,TFPdaily,2019-02-25 00:37:08+00:00,en,"Best Dressed at the 2019 Oscars: Regina King, Constance Wu, Billy Porter and More https://t.co/Gve0NWIIuW",positive,0.6434359550476074
1099815950021320704,Florida71,2019-02-24 23:38:50+00:00,en,I LOVE YOU REGINA KING!  Just needed to get that out. #Oscars2019 #AcademyAwards2019,positive,0.9800705313682556
1099809100597202945,freepeeper,2019-02-24 23:11:37+00:00,en,@etalkCTV @BenMulroney @BarryJenkins @ReginaKing You only have a couple minutes with each person. Very good interview.,positive,0.9044601321220398
1099811303080841217,sweetmeat0109,2019-02-24 23:20:22+00:00,en,Regina King  @ReginaKing is Timeless 👏🏾🙌🏾👏🏾 🙌🏾,positive,0.9471747875213623
1099810927262777344,blueyedguy86,2019-02-24 23:18:53+00:00,en,"Gorgeous, Gorgeous, Gorgeous! Queen Regina King can do no wrong. Looks like a worthy winner’s dress! Flawless ❤️❤️❤️ #FilmTwitter @TheAcademy #IfBealeStreetCouldTalk #Oscars",positive,0.983767032623291
1099834109227163648,jessicalyneross,2019-02-25 00:51:00+00:00,en,Regina King wins my Best Dressed of the night! #Oscars,positive,0.9545721411705017
1099828154682802176,elephantzae,2019-02-25 00:27:20+00:00,en,regina king first winneeeer,positive,0.5842433571815491
1099831144248475650,millytweet,2019-02-25 00:39:13+00:00,en,My personal picks: Green Book Rami &amp; Viggo Tie Olivia Colman Regina King Richard E. Grant  Spike Lee,neutral,0.6858122944831848
1099810882014588928,Reggiecurry8,2019-02-24 23:18:42+00:00,en,@ReginaKing @QuavoStuntin Talent and Beauty 💓 🎶 captivated exclusively,positive,0.9483290910720825
1099811792958750721,barlissasaloto,2019-02-24 23:22:19+00:00,en,"I’m coming out as a regina king stan, like I want rachel to win that’s the tea but ain’t no hate for regina",neutral,0.4961710274219513
1099810222644871172,Yankeefan2975,2019-02-24 23:16:05+00:00,en,@myrcellasear Regina King will win the #Oscar tonight. #Oscar2019,positive,0.7627725005149841
1099813296662822913,PrtyBrwnIs,2019-02-24 23:28:18+00:00,en,#ReginaKing #Oscars2019 #redcarpet yes girl. You rock,positive,0.9690057039260864
1099817136426500096,MovieMarauder4,2019-02-24 23:43:33+00:00,en,My fav dress so far. #Oscars @ReginaKing,positive,0.9817506670951843
1099813160515747840,ebonyeyez23,2019-02-24 23:27:45+00:00,en,Love it!!😍#ReginaKing #Oscars @write_ontime https://t.co/2D23pqzY9r,positive,0.973490297794342
1099819070063546369,JillianRoslyn,2019-02-24 23:51:14+00:00,en,@kellykeegs I thought Regina King looked gorgeous,positive,0.9154301285743713
1099830321221173249,DafneAntonucci,2019-02-25 00:35:57+00:00,en,#oscar2019 #oscar19 #oscarprediction #Oscars19 #oscars2019 #AcademyAwards   Best actor in a supporting role: Regina King in If Beale Street Could Talk,positive,0.5860782861709595
1099807299684786179,B_Bravo9,2019-02-24 23:04:28+00:00,en,Supporting Actress: Regina King. Emma Stone and Rachel Weisz split my love and Regina King swept up the award (for a fucking good performance).,positive,0.9489336013793945
1099809334274473985,usweekly,2019-02-24 23:12:33+00:00,en,Thinking about Regina King's acceptance speech like... #Oscars #IfBealeStreetCouldTalk https://t.co/AvJtYxWTjO,neutral,0.7349420785903931
1099814839025917952,FIKILEXMOMO,2019-02-24 23:34:25+00:00,en,Regina King looks amazing!,positive,0.9730764627456665
1099821584070537216,sarahgranger,2019-02-25 00:01:13+00:00,en,"I'm definitely rooting for Spike Lee, Kevin Wilmott, and Regina King. I hope it's their night. #Oscars",positive,0.9796660542488098
1099835854250483712,paufeno,2019-02-25 00:57:56+00:00,en,@TNTLA @ReginaKing @CharlizeAfrica Charlize Theron.,neutral,0.6139740943908691
1099827376769269761,desiswift,2019-02-25 00:24:15+00:00,en,"Regina King, Amy Adams and Brie Larson reminding me that I'm gay. 😌💕 #Oscars",positive,0.9401117563247681
1099808847097516032,jemounsey,2019-02-24 23:10:37+00:00,en,@ReginaKing Killin in that sublime white gown 😍#OscarsRedCarpet #Oscars2019 #,positive,0.9669596552848816
1099816563996348422,alexiszotos,2019-02-24 23:41:17+00:00,en,@JacobLongTV @ReginaKing @ItsRamiMalek @Roma Same! I have it for best Adapted screenplay,positive,0.676169216632843
1755225932174852402,MottandBow,2024-02-07 13:44:07+00:00,en,"Easy and stylish. That’s what jeans should be, in our opinion, which is why that’s exactly how we created them. Throw them on in the morning for a put together yet hassle-free look, and let them elevate your everyday wardrobe.",positive,0.8931222558021545
1099810138452578305,SybilleColombe,2019-02-24 23:15:45+00:00,en,FLAWLESS! Regina King is shutting it down tonight. https://t.co/t7cLu4zXv7,positive,0.9203802347183228
1099813414770278400,THR,2019-02-24 23:28:46+00:00,en,The always regal Regina King has arrived at the #Oscars. Will the #BealeStreet star win best supporting actress tonight? https://t.co/ErRj8PECSH https://t.co/W9UouFjsgf,positive,0.8594034910202026
1099819638823837697,AmandaMundy4,2019-02-24 23:53:30+00:00,en,@ReginaKing #redcarpet dress is too die for ❤️❤️❤️ @enews,positive,0.9737377762794495
