tweet.id,tweet.user.username,tweet.date,tweet.lang,tweet.rawContent,label,score
1226777752805625857,SandorN93227095,2020-02-10 07:59:43+00:00,en,"@empiremagazine ""God is the father and God didn't show up."" (Laura Dern's line from Marriage Story)",neutral,0.6764408946037292
1226777728193564677,republic,2020-02-10 07:59:37+00:00,en,"#Oscars2020: Laura Dern bags her first Academy Award, dedicates it to her 'legendary' parents https://t.co/kGugp4iZeo",positive,0.9071117043495178
1758271792030912859,futurecaucus,2024-02-15 23:27:16+00:00,en,"Millennial Action Project is now Future Caucus. Our mission is bigger than one generation.  Future Caucus is for Gen Z, millennial, and future generations of lawmakers who aim to transcend polarization and govern effectively.   Join us: https://t.co/KBLsAFxrpE",positive,0.811856210231781
1226777719121141760,EowynOakheart,2020-02-10 07:59:35+00:00,en,Oh Sigourney.   See also:  my Laura Dern comments. #Oscars https://t.co/TGIfDNdKPe,neutral,0.7838101387023926
1226777713307836416,c_susim,2020-02-10 07:59:33+00:00,en,Oscars 2020: Laura Dern Wins Best Supporting Actress Award https://t.co/00kJxbOyjO,positive,0.8999495506286621
1226777686976102412,ScarlettForum,2020-02-10 07:59:27+00:00,en,📸| Scarlett Johansson and Laura Dern at the 2020 Vanity Fair Oscar Party 💖 https://t.co/OkIZp2GjeF,positive,0.660739004611969
1226777612967727104,kurophant,2020-02-10 07:59:10+00:00,en,"How did Laura Dern win the Oscar for her role in 'Marriage Story' because that was one of the worst movies I've ever seen. But then again, while I like her, her character was so extremely unlikeable maybe that's worth an Oscar then.",negative,0.9355481863021851
1755225932174852402,MottandBow,2024-02-07 13:44:07+00:00,en,"Easy and stylish. That’s what jeans should be, in our opinion, which is why that’s exactly how we created them. Throw them on in the morning for a put together yet hassle-free look, and let them elevate your everyday wardrobe.",positive,0.8931222558021545
1226777532948795392,whatpistachio,2020-02-10 07:58:50+00:00,en,"i am watching photos and videos from the #Oscars and I WANT TO CRY FOR LAURA DERN (♥️) and WHAT HAPPENED!! —&gt; REYLO KISS ON THE BIG SCREEN AND ADAM SMILING?! wHAT ,, OK THATS TOO MUCH FOR ME",positive,0.8299227952957153
1226777353696808961,filmuforia,2020-02-10 07:58:08+00:00,en,Well deserved wins for  Laura Dern and  Roger Deakins #1917Movie #Oscars https://t.co/PmqVg8RPMN,positive,0.9713846445083618
1226776983624921093,suisidle,2020-02-10 07:56:39+00:00,en,Laura Dern appreciation post  #Oscar #lauradern #amarriagestory https://t.co/0LQtGoRnkE,positive,0.7647088170051575
1226776901491937282,nt4michelangelo,2020-02-10 07:56:20+00:00,en,"Miss @LauraDern really has a career working on projects that are so special and delivered some remarkable performances for decades now, about time she got a fucking oscar. Congrats legend! 🥂 https://t.co/7FpWcfJU0g",positive,0.9790433645248413
1736987171083718786,curative_mush,2023-12-19 05:49:47+00:00,en,"Cultivate joyful mushrooms at home in just 28 days with our Happy Mushroom Grow Kit!   The kit includes 3 cultivation bags and 2 nutrient-filled syringes, each capable of inoculating up to 10 bags.   Grow bags &amp; syringes are shipped separately in discreet packaging.",positive,0.9121730327606201
